2026-02-05 03:08:16 | INFO     | _populate_table_model:1074 |   DataFrame columns: ['borehole', 'borehole_norm', 'date', 'aquifer', 'Calcium', 'Chloride', 'Magnesium', 'Nitrate (NO3)', 'Potassium', 'Sulphate', 'Total Desolved solid', 'Static Level', 'Sodium', 'source_file', 'Date', 'Borehole', 'Aquifer']
2026-02-11 13:49:03 | INFO     | _populate_table_model:1158 |   DataFrame columns: ['borehole', 'borehole_norm', 'date', 'aquifer', 'Aluminium as AL', 'Total Hardness as CaCO3', 'Iron as Fe', 'Total Alkalinity as CaCO3', 'pH', 'Electrical Conductivity', 'Total dissolved solids', 'Chloride', 'Fluoride', 'Nitrate (NO3)', 'Sulphate', 'Total inorganic nitrogen', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Manganese', 'Chrome hexavalent', 'Chrome total', 'Cadmium', 'Vanadium', 'Lead', 'Copper', 'source_file', 'Date', 'Point']
2026-02-11 13:49:03 | INFO     | _populate_table_model:1183 |   Column index mapping: {'Monitoring Point': 'Point', 'Date': 'Date', 'Aluminium as AL': 'Aluminium as AL', 'Total Hardness as CaCO3': 'Total Hardness as CaCO3', 'Iron as Fe': 'Iron as Fe', 'Total Alkalinity as CaCO3': 'Total Alkalinity as CaCO3', 'pH': 'pH', 'Electrical Conductivity': 'Electrical Conductivity', 'Total dissolved solids': 'Total dissolved solids', 'Chloride': 'Chloride', 'Fluoride': 'Fluoride', 'Nitrate (NO3)': 'Nitrate (NO3)', 'Sulphate': 'Sulphate', 'Total inorganic nitrogen': 'Total inorganic nitrogen', 'Calcium': 'Calcium', 'Magnesium': 'Magnesium', 'Sodium': 'Sodium', 'Potassium': 'Potassium', 'Manganese': 'Manganese', 'Chrome hexavalent': 'Chrome hexavalent', 'Chrome total': 'Chrome total', 'Cadmium': 'Cadmium', 'Vanadium': 'Vanadium', 'Lead': 'Lead', 'Copper': 'Copper'}
2026-02-11 13:49:03 | INFO     | _populate_table_model:1219 | _populate_table_model END: populated 55 rows
2026-02-11 13:49:03 | INFO     | _on_pcd_point_changed:451 | [FILTER] Showing all PCD data: 55 rows
2026-02-11 13:49:03 | INFO     | _populate_table_model:1157 | _populate_table_model START: 55 rows x 25 columns
2026-02-11 13:49:03 | INFO     | _populate_table_model:1158 |   DataFrame columns: ['borehole', 'borehole_norm', 'date', 'aquifer', 'Aluminium as AL', 'Total Hardness as CaCO3', 'Iron as Fe', 'Total Alkalinity as CaCO3', 'pH', 'Electrical Conductivity', 'Total dissolved solids', 'Chloride', 'Fluoride', 'Nitrate (NO3)', 'Sulphate', 'Total inorganic nitrogen', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Manganese', 'Chrome hexavalent', 'Chrome total', 'Cadmium', 'Vanadium', 'Lead', 'Copper', 'source_file', 'Date', 'Point']
2026-02-11 13:49:03 | INFO     | _populate_table_model:1183 |   Column index mapping: {'Monitoring Point': 'Point', 'Date': 'Date', 'Aluminium as AL': 'Aluminium as AL', 'Total Hardness as CaCO3': 'Total Hardness as CaCO3', 'Iron as Fe': 'Iron as Fe', 'Total Alkalinity as CaCO3': 'Total Alkalinity as CaCO3', 'pH': 'pH', 'Electrical Conductivity': 'Electrical Conductivity', 'Total dissolved solids': 'Total dissolved solids', 'Chloride': 'Chloride', 'Fluoride': 'Fluoride', 'Nitrate (NO3)': 'Nitrate (NO3)', 'Sulphate': 'Sulphate', 'Total inorganic nitrogen': 'Total inorganic nitrogen', 'Calcium': 'Calcium', 'Magnesium': 'Magnesium', 'Sodium': 'Sodium', 'Potassium': 'Potassium', 'Manganese': 'Manganese', 'Chrome hexavalent': 'Chrome hexavalent', 'Chrome total': 'Chrome total', 'Cadmium': 'Cadmium', 'Vanadium': 'Vanadium', 'Lead': 'Lead', 'Copper': 'Copper'}
2026-02-11 13:49:03 | INFO     | _populate_table_model:1219 | _populate_table_model END: populated 55 rows
2026-02-11 13:49:03 | INFO     | _on_pcd_complete:1801 | PCD Monitoring: Loaded 55 records from 3 file(s)
2026-02-11 13:49:03 | INFO     | _on_pcd_complete:1807 | PCD monitoring load complete: 55 records, 0 errors
2026-02-11 13:49:03 | INFO     | _populate_table_model:1219 | _populate_table_model END: populated 108 rows
2026-02-11 13:49:03 | INFO     | _on_static_complete:1379 | Static borehole load complete: Loaded 108 records from 4 file(s), 10 boreholes
2026-02-11 13:49:03 | INFO     | _populate_table_model:1219 | _populate_table_model END: populated 46 rows
2026-02-11 13:49:03 | INFO     | _on_monitoring_aquifer_changed:403 | [FILTER] Showing all data: 46 rows
2026-02-11 13:49:03 | INFO     | _populate_table_model:1157 | _populate_table_model START: 46 rows x 12 columns
2026-02-11 13:49:03 | INFO     | _populate_table_model:1158 |   DataFrame columns: ['borehole', 'borehole_norm', 'date', 'aquifer', 'Calcium', 'Chloride', 'Magnesium', 'Nitrate (NO3)', 'Potassium', 'Sulphate', 'Total Desolved solid', 'Static Level', 'Sodium', 'source_file', 'Date', 'Borehole', 'Aquifer']
2026-02-11 13:49:03 | INFO     | _populate_table_model:1183 |   Column index mapping: {'Borehole': 'Borehole', 'Aquifer': 'Aquifer', 'Date': 'Date', 'Calcium': 'Calcium', 'Chloride': 'Chloride', 'Magnesium': 'Magnesium', 'Nitrate (No3)': None, 'Potassium': 'Potassium', 'Sulphate': 'Sulphate', 'Total Desolved solid': 'Total Desolved solid', 'Static Level': 'Static Level', 'Sodium': 'Sodium'}
2026-02-11 13:49:03 | INFO     | _populate_table_model:1219 | _populate_table_model END: populated 46 rows
2026-02-11 13:49:03 | INFO     | _on_monitoring_aquifer_changed:403 | [FILTER] Showing all data: 46 rows
2026-02-11 13:49:03 | INFO     | _populate_table_model:1157 | _populate_table_model START: 46 rows x 12 columns
2026-02-11 13:49:03 | INFO     | _populate_table_model:1158 |   DataFrame columns: ['borehole', 'borehole_norm', 'date', 'aquifer', 'Calcium', 'Chloride', 'Magnesium', 'Nitrate (NO3)', 'Potassium', 'Sulphate', 'Total Desolved solid', 'Static Level', 'Sodium', 'source_file', 'Date', 'Borehole', 'Aquifer']
2026-02-11 13:49:03 | INFO     | _populate_table_model:1183 |   Column index mapping: {'Borehole': 'Borehole', 'Aquifer': 'Aquifer', 'Date': 'Date', 'Calcium': 'Calcium', 'Chloride': 'Chloride', 'Magnesium': 'Magnesium', 'Nitrate (No3)': None, 'Potassium': 'Potassium', 'Sulphate': 'Sulphate', 'Total Desolved solid': 'Total Desolved solid', 'Static Level': 'Static Level', 'Sodium': 'Sodium'}
2026-02-11 13:49:03 | INFO     | _populate_table_model:1219 | _populate_table_model END: populated 46 rows
2026-02-11 13:49:03 | INFO     | _on_monitoring_complete:1641 | Monitoring borehole load complete: 46 records, 0 errors
2026-02-11 13:56:49 | INFO     | get_dashboard_logger:584 | === MONITORING.DASHBOARD Dashboard Logger Initialized ===
2026-02-11 13:56:49 | INFO     | _load_static_data_async:1314 | Started background load for static borehole data from C:/Users/Caliphs Zvinowanda/OneDrive/Desktop/Static Boreholes
2026-02-11 13:56:49 | INFO     | _load_monitoring_data_async:1555 | Started background load for monitoring borehole data from C:/Users/Caliphs Zvinowanda/OneDrive/Desktop/Monitoring Borehole
2026-02-11 13:56:49 | INFO     | _load_saved_directories:877 | [_load_saved_directories] PCD dir from config: C:/Users/Caliphs Zvinowanda/OneDrive/Desktop/Pollution Control Dam
2026-02-11 13:56:49 | INFO     | _load_saved_directories:879 | [_load_saved_directories] PCD path exists: True
2026-02-11 13:56:49 | INFO     | _load_saved_directories:882 | [_load_saved_directories] Calling _load_pcd_data(C:/Users/Caliphs Zvinowanda/OneDrive/Desktop/Pollution Control Dam)
2026-02-11 13:56:49 | INFO     | _load_pcd_data_async:1744 | Started background load for PCD monitoring data from C:/Users/Caliphs Zvinowanda/OneDrive/Desktop/Pollution Control Dam
2026-02-11 13:56:50 | INFO     | _populate_table_model:1191 | _populate_table_model START: 108 rows x 3 columns
2026-02-11 13:56:50 | INFO     | _populate_table_model:1192 |   DataFrame columns: ['Date', 'Borehole', 'Static Level']
2026-02-11 13:56:50 | INFO     | _populate_table_model:1217 |   Column index mapping: {'Date': 'Date', 'Borehole': 'Borehole', 'Static Level': 'Static Level'}
2026-02-11 13:56:50 | INFO     | _on_monitoring_complete:1587 | _on_monitoring_complete: Received 46 rows. Errors: {'errors': None, 'failed_files': 0, 'loaded_files': 3, 'total_files': 3}
2026-02-11 13:56:50 | INFO     | _on_monitoring_complete:1597 | Monitoring data columns: ['borehole', 'borehole_norm', 'date', 'aquifer', 'Calcium', 'Chloride', 'Magnesium', 'Nitrate (NO3)', 'Potassium', 'Sulphate', 'Total Desolved solid', 'Static Level', 'Sodium', 'source_file']
2026-02-11 13:56:50 | INFO     | _on_monitoring_complete:1598 | Monitoring data shape: (46, 14)
2026-02-11 13:56:50 | INFO     | _on_monitoring_complete:1624 | Calling populate_table_model with 46 rows and headers: ['Borehole', 'Aquifer', 'Date', 'Calcium', 'Chloride', 'Magnesium', 'Nitrate (No3)', 'Potassium', 'Sulphate', 'Total Desolved solid', 'Static Level', 'Sodium']
2026-02-11 13:56:50 | INFO     | _populate_table_model:1191 | _populate_table_model START: 46 rows x 12 columns
2026-02-11 13:56:50 | INFO     | _populate_table_model:1192 |   DataFrame columns: ['borehole', 'borehole_norm', 'date', 'aquifer', 'Calcium', 'Chloride', 'Magnesium', 'Nitrate (NO3)', 'Potassium', 'Sulphate', 'Total Desolved solid', 'Static Level', 'Sodium', 'source_file', 'Date', 'Borehole', 'Aquifer']
2026-02-11 13:56:50 | INFO     | _populate_table_model:1217 |   Column index mapping: {'Borehole': 'Borehole', 'Aquifer': 'Aquifer', 'Date': 'Date', 'Calcium': 'Calcium', 'Chloride': 'Chloride', 'Magnesium': 'Magnesium', 'Nitrate (No3)': None, 'Potassium': 'Potassium', 'Sulphate': 'Sulphate', 'Total Desolved solid': 'Total Desolved solid', 'Static Level': 'Static Level', 'Sodium': 'Sodium'}
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1756 | _on_pcd_complete CALLED with 55 rows
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1765 | PCD data loaded: columns = ['borehole', 'borehole_norm', 'date', 'aquifer', 'Aluminium as AL', 'Total Hardness as CaCO3', 'Iron as Fe', 'Total Alkalinity as CaCO3', 'pH', 'Electrical Conductivity', 'Total dissolved solids', 'Chloride', 'Fluoride', 'Nitrate (NO3)', 'Sulphate', 'Total inorganic nitrogen', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Manganese', 'Chrome hexavalent', 'Chrome total', 'Cadmium', 'Vanadium', 'Lead', 'Copper', 'source_file']
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1770 | PCD: date_col=date, point_col=borehole
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1782 |   Creating 'Point' column from 'borehole' (type: <class 'pandas.Series'>)
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1784 |   First 3 Point values: ['CPD 1', 'CPD 1', 'CPSWD 1']
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1790 |   PCD DataFrame after normalization: columns = ['borehole', 'borehole_norm', 'date', 'aquifer', 'Aluminium as AL', 'Total Hardness as CaCO3', 'Iron as Fe', 'Total Alkalinity as CaCO3', 'pH', 'Electrical Conductivity', 'Total dissolved solids', 'Chloride', 'Fluoride', 'Nitrate (NO3)', 'Sulphate', 'Total inorganic nitrogen', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Manganese', 'Chrome hexavalent', 'Chrome total', 'Cadmium', 'Vanadium', 'Lead', 'Copper', 'source_file', 'Date', 'Point']
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1791 |   DataFrame shape: (55, 30)
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1792 |   First row: {'borehole': 'CPD 1', 'borehole_norm': 'CPD 1', 'date': Timestamp('2021-01-12 12:28:00'), 'aquifer': '', 'Aluminium as AL': np.float64(0.2), 'Total Hardness as CaCO3': np.float64(417.0), 'Iron as Fe': np.float64(0.23), 'Total Alkalinity as CaCO3': np.float64(190.0), 'pH': np.float64(8.36), 'Electrical Conductivity': np.float64(195.0), 'Total dissolved solids': np.float64(1334.0), 'Chloride': np.float64(188.0), 'Fluoride': np.float64(0.8), 'Nitrate (NO3)': np.float64(52.4), 'Sulphate': np.float64(312.0), 'Total inorganic nitrogen': np.float64(102.0), 'Calcium': np.float64(40.1), 'Magnesium': '76..9', 'Sodium': np.float64(227.0), 'Potassium': np.float64(35.0), 'Manganese': np.float64(0.02), 'Chrome hexavalent': np.float64(0.01), 'Chrome total': np.float64(0.1), 'Cadmium': np.float64(0.003), 'Vanadium': np.float64(0.01), 'Lead': np.float64(0.01), 'Copper': np.float64(0.01), 'source_file': 'Copy of Pollution control dams Q3 2021.xls', 'Date': Timestamp('2021-01-12 12:28:00'), 'Point': 'CPD 1'}
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1796 |   Table headers: ['Monitoring Point', 'Date', 'Aluminium as AL', 'Total Hardness as CaCO3', 'Iron as Fe', 'Total Alkalinity as CaCO3', 'pH', 'Electrical Conductivity', 'Total dissolved solids', 'Chloride', 'Fluoride', 'Nitrate (NO3)', 'Sulphate', 'Total inorganic nitrogen', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Manganese', 'Chrome hexavalent', 'Chrome total', 'Cadmium', 'Vanadium', 'Lead', 'Copper']
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1797 |   Starting populate_table_model...
2026-02-11 13:56:50 | INFO     | _populate_table_model:1191 | _populate_table_model START: 55 rows x 25 columns
2026-02-11 13:56:50 | INFO     | _populate_table_model:1192 |   DataFrame columns: ['borehole', 'borehole_norm', 'date', 'aquifer', 'Aluminium as AL', 'Total Hardness as CaCO3', 'Iron as Fe', 'Total Alkalinity as CaCO3', 'pH', 'Electrical Conductivity', 'Total dissolved solids', 'Chloride', 'Fluoride', 'Nitrate (NO3)', 'Sulphate', 'Total inorganic nitrogen', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Manganese', 'Chrome hexavalent', 'Chrome total', 'Cadmium', 'Vanadium', 'Lead', 'Copper', 'source_file', 'Date', 'Point']
2026-02-11 13:56:50 | INFO     | _populate_table_model:1213 |   Using alias: 'Monitoring Point' -> 'Point'
2026-02-11 13:56:50 | INFO     | _populate_table_model:1217 |   Column index mapping: {'Monitoring Point': 'Point', 'Date': 'Date', 'Aluminium as AL': 'Aluminium as AL', 'Total Hardness as CaCO3': 'Total Hardness as CaCO3', 'Iron as Fe': 'Iron as Fe', 'Total Alkalinity as CaCO3': 'Total Alkalinity as CaCO3', 'pH': 'pH', 'Electrical Conductivity': 'Electrical Conductivity', 'Total dissolved solids': 'Total dissolved solids', 'Chloride': 'Chloride', 'Fluoride': 'Fluoride', 'Nitrate (NO3)': 'Nitrate (NO3)', 'Sulphate': 'Sulphate', 'Total inorganic nitrogen': 'Total inorganic nitrogen', 'Calcium': 'Calcium', 'Magnesium': 'Magnesium', 'Sodium': 'Sodium', 'Potassium': 'Potassium', 'Manganese': 'Manganese', 'Chrome hexavalent': 'Chrome hexavalent', 'Chrome total': 'Chrome total', 'Cadmium': 'Cadmium', 'Vanadium': 'Vanadium', 'Lead': 'Lead', 'Copper': 'Copper'}
2026-02-11 13:56:50 | INFO     | _load_static_data_async:1314 | Started background load for static borehole data from C:/Users/Caliphs Zvinowanda/OneDrive/Desktop/Static Boreholes
2026-02-11 13:56:50 | INFO     | _populate_table_model:1191 | _populate_table_model START: 108 rows x 3 columns
2026-02-11 13:56:50 | INFO     | _populate_table_model:1192 |   DataFrame columns: ['Date', 'Borehole', 'Static Level']
2026-02-11 13:56:50 | INFO     | _populate_table_model:1217 |   Column index mapping: {'Date': 'Date', 'Borehole': 'Borehole', 'Static Level': 'Static Level'}
2026-02-11 13:56:50 | INFO     | _populate_table_model:1253 | _populate_table_model END: populated 108 rows
2026-02-11 13:56:50 | INFO     | _on_static_complete:1413 | Static borehole load complete: Loaded 108 records from 4 file(s), 10 boreholes
2026-02-11 13:56:50 | INFO     | _populate_table_model:1253 | _populate_table_model END: populated 55 rows
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1805 |   populate_table_model completed!
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1816 |   Populating comboBox_6 with 12 points: ['CPD 1', 'CPSWD 1', 'MDCD 1', 'MDCD 2', 'NDCD 2']...
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1820 |   comboBox_6 now has 13 items
2026-02-11 13:56:50 | INFO     | _on_pcd_point_changed:485 | [FILTER] Showing all PCD data: 55 rows
2026-02-11 13:56:50 | INFO     | _populate_table_model:1191 | _populate_table_model START: 55 rows x 25 columns
2026-02-11 13:56:50 | INFO     | _populate_table_model:1192 |   DataFrame columns: ['borehole', 'borehole_norm', 'date', 'aquifer', 'Aluminium as AL', 'Total Hardness as CaCO3', 'Iron as Fe', 'Total Alkalinity as CaCO3', 'pH', 'Electrical Conductivity', 'Total dissolved solids', 'Chloride', 'Fluoride', 'Nitrate (NO3)', 'Sulphate', 'Total inorganic nitrogen', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Manganese', 'Chrome hexavalent', 'Chrome total', 'Cadmium', 'Vanadium', 'Lead', 'Copper', 'source_file', 'Date', 'Point']
2026-02-11 13:56:50 | INFO     | _populate_table_model:1217 |   Column index mapping: {'Monitoring Point': 'Point', 'Date': 'Date', 'Aluminium as AL': 'Aluminium as AL', 'Total Hardness as CaCO3': 'Total Hardness as CaCO3', 'Iron as Fe': 'Iron as Fe', 'Total Alkalinity as CaCO3': 'Total Alkalinity as CaCO3', 'pH': 'pH', 'Electrical Conductivity': 'Electrical Conductivity', 'Total dissolved solids': 'Total dissolved solids', 'Chloride': 'Chloride', 'Fluoride': 'Fluoride', 'Nitrate (NO3)': 'Nitrate (NO3)', 'Sulphate': 'Sulphate', 'Total inorganic nitrogen': 'Total inorganic nitrogen', 'Calcium': 'Calcium', 'Magnesium': 'Magnesium', 'Sodium': 'Sodium', 'Potassium': 'Potassium', 'Manganese': 'Manganese', 'Chrome hexavalent': 'Chrome hexavalent', 'Chrome total': 'Chrome total', 'Cadmium': 'Cadmium', 'Vanadium': 'Vanadium', 'Lead': 'Lead', 'Copper': 'Copper'}
2026-02-11 13:56:50 | INFO     | _populate_table_model:1253 | _populate_table_model END: populated 55 rows
2026-02-11 13:56:50 | INFO     | _on_pcd_point_changed:485 | [FILTER] Showing all PCD data: 55 rows
2026-02-11 13:56:50 | INFO     | _populate_table_model:1191 | _populate_table_model START: 55 rows x 25 columns
2026-02-11 13:56:50 | INFO     | _populate_table_model:1192 |   DataFrame columns: ['borehole', 'borehole_norm', 'date', 'aquifer', 'Aluminium as AL', 'Total Hardness as CaCO3', 'Iron as Fe', 'Total Alkalinity as CaCO3', 'pH', 'Electrical Conductivity', 'Total dissolved solids', 'Chloride', 'Fluoride', 'Nitrate (NO3)', 'Sulphate', 'Total inorganic nitrogen', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Manganese', 'Chrome hexavalent', 'Chrome total', 'Cadmium', 'Vanadium', 'Lead', 'Copper', 'source_file', 'Date', 'Point']
2026-02-11 13:56:50 | INFO     | _populate_table_model:1217 |   Column index mapping: {'Monitoring Point': 'Point', 'Date': 'Date', 'Aluminium as AL': 'Aluminium as AL', 'Total Hardness as CaCO3': 'Total Hardness as CaCO3', 'Iron as Fe': 'Iron as Fe', 'Total Alkalinity as CaCO3': 'Total Alkalinity as CaCO3', 'pH': 'pH', 'Electrical Conductivity': 'Electrical Conductivity', 'Total dissolved solids': 'Total dissolved solids', 'Chloride': 'Chloride', 'Fluoride': 'Fluoride', 'Nitrate (NO3)': 'Nitrate (NO3)', 'Sulphate': 'Sulphate', 'Total inorganic nitrogen': 'Total inorganic nitrogen', 'Calcium': 'Calcium', 'Magnesium': 'Magnesium', 'Sodium': 'Sodium', 'Potassium': 'Potassium', 'Manganese': 'Manganese', 'Chrome hexavalent': 'Chrome hexavalent', 'Chrome total': 'Chrome total', 'Cadmium': 'Cadmium', 'Vanadium': 'Vanadium', 'Lead': 'Lead', 'Copper': 'Copper'}
2026-02-11 13:56:50 | INFO     | _populate_table_model:1253 | _populate_table_model END: populated 55 rows
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1835 | PCD Monitoring: Loaded 55 records from 3 file(s)
2026-02-11 13:56:50 | INFO     | _on_pcd_complete:1841 | PCD monitoring load complete: 55 records, 0 errors
2026-02-11 13:56:50 | INFO     | _populate_table_model:1253 | _populate_table_model END: populated 46 rows
2026-02-11 13:56:50 | INFO     | _on_monitoring_aquifer_changed:437 | [FILTER] Showing all data: 46 rows
2026-02-11 13:56:50 | INFO     | _populate_table_model:1191 | _populate_table_model START: 46 rows x 12 columns
2026-02-11 13:56:50 | INFO     | _populate_table_model:1192 |   DataFrame columns: ['borehole', 'borehole_norm', 'date', 'aquifer', 'Calcium', 'Chloride', 'Magnesium', 'Nitrate (NO3)', 'Potassium', 'Sulphate', 'Total Desolved solid', 'Static Level', 'Sodium', 'source_file', 'Date', 'Borehole', 'Aquifer']
